,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48250,bossu . — Cependant il me semble . . .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48257,. . . — Que je le suis toujours ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48267,il est vrai ; mais je m' y suis résigné,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48293,"existait pas . — Et vous , mademoiselle , vous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48295,". — Et vous , mademoiselle , vous aviez donc",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48297,"Et vous , mademoiselle , vous aviez donc perdu la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48305,perdu la tête qu' on vous en a mis une,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48313,mis une autre ? On me l' avait cassée en,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48318,me l' avait cassée en me déterrant . — En,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48323,me déterrant . — En vous . . . Oh,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48335,- moi cela . » Rosette narra son histoire que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48337,cela . » Rosette narra son histoire que M .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48351,"très vif intérêt , puis elle le pria de lui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48355,puis elle le pria de lui apprendre ses aventures à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48357,le pria de lui apprendre ses aventures à son tour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48394,chez la marquise . Je vous criai bonsoir en ricanant,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48404,", et in petto je vous souhaitais toutes sortes de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48420,Dieu ? — Parce que je vous détestais . —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48421,? — Parce que je vous détestais . — Mais,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48427,détestais . — Mais que vous avais - je fait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48434,- je fait ? — Vous m' aviez fait que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48435,je fait ? — Vous m' aviez fait que vous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48439,Vous m' aviez fait que vous étiez belle et que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48444,"vous étiez belle et que j' étais laid , que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48449,"j' étais laid , que vous étiez droite et que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48454,"vous étiez droite et que j' étais bossu , que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48459,"j' étais bossu , que vous aviez un petit nez",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48466,"un petit nez , que j' en avais un immense",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48472,en avais un immense ; je vous détestais de toute,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48473,avais un immense ; je vous détestais de toute ma,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48477,"je vous détestais de toute ma laideur , et il",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48482,"ma laideur , et il me semblait que c' était",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48490,"c' était justice , car vous aviez tout reçu de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48498,reçu de la nature et moi rien . — Vous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48502,et moi rien . — Vous oubliez votre habit d',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48504,rien . — Vous oubliez votre habit d' or .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48513,. — Qui faisait paraître ma difformité plus difforme .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48520,"plus difforme . Oui , je vous détestais , vous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48521,"difforme . Oui , je vous détestais , vous et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48524,", je vous détestais , vous et toutes les belles",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48532,"les belles poupées , et mon petit maître Gaston .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48549,"enfant du monde . Lui me caressait , me disait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48552,". Lui me caressait , me disait des douceurs .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48557,me disait des douceurs . me faisait coucher dans son,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48567,lit : rien ne put me gagner . Je continuai,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48570,ne put me gagner . Je continuai à le haïr,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48583,c' était mal ! — Je ne dis pas que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48595,"bien , mais c' était mon idée . Lui ne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48604,ne pouvait se passer de moi une minute ; il,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48614,tira tant et si souvent mes ficelles qu' elles se,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48623,"se rompirent , et que je me trouvai un beau",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48649,"malice , se fâcha et me lança par la fenêtre",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48659,. — Oh ! fit Rosette . — Vous conviendrez,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48662,! fit Rosette . — Vous conviendrez que je n',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48665,. — Vous conviendrez que je n' avais pas eu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48685,qui ne tenait qu' à mes ficelles . — Peut,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48695,"- être , mais dites - moi bien vite ce",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48701,moi bien vite ce qui vous arriva quand vous fûtes,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48704,ce qui vous arriva quand vous fûtes lancé par la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48713,la fenêtre ? — Il m' arriva que je tombai,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48716,"— Il m' arriva que je tombai , cela ne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48732,", et ne vous êtes - vous pas disloqué ?",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48750,"qu' au premier , puis je tombai sur la tête",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48768,fort à propos pour amortir ma chute . — Vous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48772,amortir ma chute . — Vous avez du lui faire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48787,pour commencer — mais ensuite je lui ai fait du,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48802,"était bossu , tout comme moi . — Serait -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48814,? . . . — Mon maître actuel ? précisément,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48832,"la tête , sourit , me ramassa , puis leva",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48844,vers le balcon d' où j' étais tombé . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48855,"Prends - le , si tu veux , lui cria",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48860,"tu veux , lui cria Gaston , vous vous ressemblez",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48872,"deux font la paire , je te le donne .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48873,"font la paire , je te le donne . «",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48885,"! oh ! merci , monsieur ! » dit le",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48893,dit le petit bossu en me serrant contre sa poitrine,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48899,serrant contre sa poitrine . Je sentais son cœur battre,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48907,cœur battre de joie ; moi aussi j' étais content,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48909,de joie ; moi aussi j' étais content ; il,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48920,bien le maître qu' il me fallait . « Les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48933,"paire , » avait dit Gaston . En effet ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24709,était encore moins satisfaite que Fairy - Queen ; elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24758,guère moyen qu' elle pût la conserver pour ses enfants,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24818,"mécontentes de leur côté ; la Reine des Fées ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24844,"ne rêvaient plus que d' elle , et elles en",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24913,fut expliqué et elle remmena Fairy - Queen . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24923,Adieu ! adieu ! » lui crièrent les pensionnaires éplorées,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24938,se réjouissaient du départ de cette beauté . En s',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24946,"En s' en allant , la Reine des Fées était",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24960,"que la vie de pension lui plût beaucoup , mais",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24970,c' est que l' armoire lui plaisait beaucoup moins encore,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_24980,", et , hélas ! elle n' avait aucune espérance",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25014,"pas , maman , tu l' enfermeras tout de suite",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25022,"de suite , je veux la conserver pour mes enfants",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25098,abasourdi de notre chance . La Reine des Fées n',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25154,"de faire un présent à la petite Kitty , la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25207,. Elle se dit que Mathilde ne sortirait de pension,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25219,"quelques années , qu' alors elle ne se soucierait plus",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25245,"qu' on la rafraîchît , elle aurait l' air de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25263,pourrait parfaitement l' offrir à la petite Américaine . Ainsi,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25302,"boîtes , fut envoyé à miss Kitty Campbell . Notre",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25331,"suite sa nouvelle maîtresse , qui ressemblait à Mathilde comme",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25334,"maîtresse , qui ressemblait à Mathilde comme une sœur .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25339,Mathilde comme une sœur . Elle avait les yeux aussi,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25357,teint aussi rose ; seulement elle était beaucoup moins douce,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25366,douce et moins tranquille . Elle était tout l' opposé,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25372,était tout l' opposé de la raisonnable Mathilde . Bouillante,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25384,", lançant assez vite à sa bonne et à sa",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25388,à sa bonne et à sa gouvernante des réponses impertinentes,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25403,"nous le dire , à ses frères des soufflets ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25413,"mais si prompte à reconnaître ses torts , à demander",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25425,qu' il était impossible de lui garder rancune et que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25432,"rancune et que , malgré ses violences , tout le",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25438,"violences , tout le monde l' adorait . Elle avait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25441,le monde l' adorait . Elle avait perdu sa mère,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25444,adorait . Elle avait perdu sa mère étant toute petite,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25451,"étant toute petite , et son père l' avait un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25453,"petite , et son père l' avait un peu beaucoup",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25465,c' est ce qui explique ses défauts . Elle aimait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25468,"qui explique ses défauts . Elle aimait les chiens ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25482,jeux de garçons ; mais elle aimait aussi les poupées,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25489,"aussi les poupées , et était très adroite de ses",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25493,et était très adroite de ses mains . Elle s',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25496,adroite de ses mains . Elle s' amusait volontiers à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25509,"robes ; cependant , comme elle s' impatientait vite ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25524,"pas tout de suite à sa guise , elle avait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25527,"suite à sa guise , elle avait tôt fait de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25567,de pareil n' arriva à Fairy - Queen . Les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25585,"cœurs bien nés , et Kitty eut avec elle des",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25600,avec les autres gens . Fairy - Queen . .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25611,mais il ne faut plus l' appeler ainsi . Kitty,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25615,"plus l' appeler ainsi . Kitty , qui relisait sans",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25617,"appeler ainsi . Kitty , qui relisait sans cesse l'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25627,"Oncle Tom des enfants , qui pleurait à chaudes larmes",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25659,", les rendre heureux ; Kitty , qui adorait la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25661,"rendre heureux ; Kitty , qui adorait la douce petite",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25678,"cause de cette douceur qui lui manquait à elle ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Fairy - Queen-1166>_25681,"douceur qui lui manquait à elle , donna à sa",Female
